Report Builder

"Principal Place of Performance State Code","Is Vendor Business Type - Economically Disadvantaged Women Owned Small Business","Is Vendor Business Type - Women Owned Small Business","NAICS Code","NAICS Description","Base and All Options Value (Total Contract Value)"
"NM","YES","YES","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","$3,462,660.73"
"NM","YES","YES","238320","PAINTING AND WALL COVERING CONTRACTORS","$204,932.52"
"NM","YES","YES","238330","FLOORING CONTRACTORS","$3,078.54"
"NM","YES","YES","238910","SITE PREPARATION CONTRACTORS","$222,526.44"
"NM","YES","YES","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","$897,739.99"
"NM","YES","YES","313320","FABRIC COATING MILLS","$0.00"
"NM","YES","YES","315990","APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING","$182,731.15"
"NM","YES","YES","322219","OTHER PAPERBOARD CONTAINER MANUFACTURING","$4,203.00"
"NM","YES","YES","322220","PAPER BAG AND COATED AND TREATED PAPER MANUFACTURING","$422.82"
"NM","YES","YES","323111","COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)","$2,925.28"
"NM","YES","YES","323117","BOOKS PRINTING","$4,042.94"
"NM","YES","YES","324110","PETROLEUM REFINERIES","$593,229.78"
"NM","YES","YES","325199","ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING","$0.00"
"NM","YES","YES","325998","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING","$105,753.34"
"NM","YES","YES","326121","UNLAMINATED PLASTICS PROFILE SHAPE MANUFACTURING","$2,900.00"
"NM","YES","YES","326122","PLASTICS PIPE AND PIPE FITTING MANUFACTURING","$95,840.50"
"NM","YES","YES","326199","ALL OTHER PLASTICS PRODUCT MANUFACTURING","$11,416.03"
"NM","YES","YES","326220","RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING","$79,872.00"
"NM","YES","YES","327999","ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING","$13,724.58"
"NM","YES","YES","331210","IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL","$5,201.00"
"NM","YES","YES","331318","OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING","$0.00"
"NM","YES","YES","331491","NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING, DRAWING, AND EXTRUDING","$415.00"
"NM","YES","YES","332111","IRON AND STEEL FORGING","$0.00"
"NM","YES","YES","332112","NONFERROUS FORGING","$13,545.51"
"NM","YES","YES","332119","METAL CROWN, CLOSURE, AND OTHER METAL STAMPING (EXCEPT AUTOMOTIVE)","$15,735.12"
"NM","YES","YES","332439","OTHER METAL CONTAINER MANUFACTURING","$1,728.90"
"NM","YES","YES","332510","HARDWARE MANUFACTURING","$959,487.89"
"NM","YES","YES","332613","SPRING MANUFACTURING","$45,449.79"
"NM","YES","YES","332618","OTHER FABRICATED WIRE PRODUCT MANUFACTURING","$1,971.50"
"NM","YES","YES","332721","PRECISION TURNED PRODUCT MANUFACTURING","$0.00"
"NM","YES","YES","332722","BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING","$142,501.41"
"NM","YES","YES","332911","INDUSTRIAL VALVE MANUFACTURING","$705,078.46"
"NM","YES","YES","332919","OTHER METAL VALVE AND PIPE FITTING MANUFACTURING","$39,619.53"
"NM","YES","YES","332991","BALL AND ROLLER BEARING MANUFACTURING","$101,543.89"
"NM","YES","YES","332994","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$51,155.41"
"NM","YES","YES","332996","FABRICATED PIPE AND PIPE FITTING MANUFACTURING","$332,111.57"
"NM","YES","YES","332999","ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING","$206,027.72"
"NM","YES","YES","333244","PRINTING MACHINERY AND EQUIPMENT MANUFACTURING","$123,794.86"
"NM","YES","YES","333314","OPTICAL INSTRUMENT AND LENS MANUFACTURING","$83,631.80"
"NM","YES","YES","333316","PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING","$18,404.00"
"NM","YES","YES","333318","OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING","$34,109.18"
"NM","YES","YES","333415","AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING","$281,890.00"
"NM","YES","YES","333611","TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING","$19,277.43"
"NM","YES","YES","333618","OTHER ENGINE EQUIPMENT MANUFACTURING","$40,096.76"
"NM","YES","YES","333996","FLUID POWER PUMP AND MOTOR MANUFACTURING","$38,668.70"
"NM","YES","YES","333999","ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING","$330,859.91"
"NM","YES","YES","334111","ELECTRONIC COMPUTER MANUFACTURING","$1,024,614.41"
"NM","YES","YES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","$12,383.20"
"NM","YES","YES","334290","OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING","$12,865.00"
"NM","YES","YES","334310","AUDIO AND VIDEO EQUIPMENT MANUFACTURING","$143,602.38"
"NM","YES","YES","334419","OTHER ELECTRONIC COMPONENT MANUFACTURING","$663,376.76"
"NM","YES","YES","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","$1,507,301.12"
"NM","YES","YES","334512","AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE","$99,678.19"
"NM","YES","YES","334514","TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING","$76,496.10"
"NM","YES","YES","334515","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS","$48,220.34"
"NM","YES","YES","334519","OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING","$558,831.65"
"NM","YES","YES","334614","SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING","$0.00"
"NM","YES","YES","335311","POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING","$107,334.32"
"NM","YES","YES","335312","MOTOR AND GENERATOR MANUFACTURING","$413,166.21"
"NM","YES","YES","335313","SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING","$150,757.08"
"NM","YES","YES","335314","RELAY AND INDUSTRIAL CONTROL MANUFACTURING","$99,556.34"
"NM","YES","YES","335911","STORAGE BATTERY MANUFACTURING","$61,603.14"
"NM","YES","YES","335912","PRIMARY BATTERY MANUFACTURING","$330,895.50"
"NM","YES","YES","335999","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING","$14,420.60"
"NM","YES","YES","336112","LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING","$30,194.10"
"NM","YES","YES","336310","MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING","$6,159.86"
"NM","YES","YES","336340","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING","$33,248.43"
"NM","YES","YES","336360","MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING","$36,381.00"
"NM","YES","YES","336390","OTHER MOTOR VEHICLE PARTS MANUFACTURING","$130,931.07"
"NM","YES","YES","336411","AIRCRAFT MANUFACTURING","$82,576.80"
"NM","YES","YES","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","$1,855,640.61"
"NM","YES","YES","336415","GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING","$4,551.00"
"NM","YES","YES","336419","OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","$13,806.00"
"NM","YES","YES","336611","SHIP BUILDING AND REPAIRING","$0.00"
"NM","YES","YES","336999","ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING","$478,990.00"
"NM","YES","YES","337127","INSTITUTIONAL FURNITURE MANUFACTURING","$64,947.00"
"NM","YES","YES","337211","WOOD OFFICE FURNITURE MANUFACTURING","$13,213.61"
"NM","YES","YES","337215","SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING","$31,881.00"
"NM","YES","YES","339113","SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING","$0.00"
"NM","YES","YES","339950","SIGN MANUFACTURING","$7,708.81"
"NM","YES","YES","339991","GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$36,190.01"
"NM","YES","YES","423110","AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS","$0.00"
"NM","YES","YES","423430","COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS","$108,586.00"
"NM","YES","YES","423730","WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","$84,994.00"
"NM","YES","YES","441222","BOAT DEALERS","$57,199.50"
"NM","YES","YES","485113","BUS AND OTHER MOTOR VEHICLE TRANSIT SYSTEMS","$44,662,522.90"
"NM","YES","YES","485410","SCHOOL AND EMPLOYEE BUS TRANSPORTATION","$160,649.68"
"NM","YES","YES","485999","ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION","$245,543.23"
"NM","YES","YES","488190","OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION","$3,841.50"
"NM","YES","YES","488490","OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION","$17,009.21"
"NM","YES","YES","492110","COURIERS AND EXPRESS DELIVERY SERVICES","$71,959.00"
"NM","YES","YES","511210","SOFTWARE PUBLISHERS","$56,510.95"
"NM","YES","YES","517110","WIRED TELECOMMUNICATIONS CARRIERS","$138,803.53"
"NM","YES","YES","517311","WIRED TELECOMMUNICATIONS CARRIERS","$0.00"
"NM","YES","YES","517312","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","$26,428.00"
"NM","YES","YES","519130","INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS","$21,065.62"
"NM","YES","YES","519190","ALL OTHER INFORMATION SERVICES","$0.00"
"NM","YES","YES","531120","LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)","$67,653.12"
"NM","YES","YES","531320","OFFICES OF REAL ESTATE APPRAISERS","$7,500.00"
"NM","YES","YES","541310","ARCHITECTURAL SERVICES","$2,157.50"
"NM","YES","YES","541350","BUILDING INSPECTION SERVICES","$1,184,401.56"
"NM","YES","YES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","$89,611.82"
"NM","YES","YES","541512","COMPUTER SYSTEMS DESIGN SERVICES","$13,267,273.79"
"NM","YES","YES","541513","COMPUTER FACILITIES MANAGEMENT SERVICES","$4,924,863.74"
"NM","YES","YES","541519","OTHER COMPUTER RELATED SERVICES","$32,017,506.08"
"NM","YES","YES","541611","ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES","$1,772,776.93"
"NM","YES","YES","541618","OTHER MANAGEMENT CONSULTING SERVICES","$142,015.66"
"NM","YES","YES","541620","ENVIRONMENTAL CONSULTING SERVICES","$10,659,309.49"
"NM","YES","YES","541690","OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES","$0.00"
"NM","YES","YES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","$225,000.00"
"NM","YES","YES","541720","RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES","$721,401.37"
"NM","YES","YES","541922","COMMERCIAL PHOTOGRAPHY","$0.00"
"NM","YES","YES","561110","OFFICE ADMINISTRATIVE SERVICES","$8,591,150.75"
"NM","YES","YES","561210","FACILITIES SUPPORT SERVICES","$75,894.75"
"NM","YES","YES","561320","TEMPORARY HELP SERVICES","$4,858,445.38"
"NM","YES","YES","561410","DOCUMENT PREPARATION SERVICES","$144,000.00"
"NM","YES","YES","561599","ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES","$221,371.60"
"NM","YES","YES","561612","SECURITY GUARDS AND PATROL SERVICES","$97,750.46"
"NM","YES","YES","561621","SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)","$50,243.77"
"NM","YES","YES","561720","JANITORIAL SERVICES","$1,108,891.21"
"NM","YES","YES","561730","LANDSCAPING SERVICES","$801,367.80"
"NM","YES","YES","561920","CONVENTION AND TRADE SHOW ORGANIZERS","$89,369.92"
"NM","YES","YES","562111","SOLID WASTE COLLECTION","$23,638.49"
"NM","YES","YES","562112","HAZARDOUS WASTE COLLECTION","$0.00"
"NM","YES","YES","562910","REMEDIATION SERVICES","$1,819,135.00"
"NM","YES","YES","611420","COMPUTER TRAINING","$0.00"
"NM","YES","YES","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","$141,779.00"
"NM","YES","YES","611620","SPORTS AND RECREATION INSTRUCTION","$137,430.00"
"NM","YES","YES","611710","EDUCATIONAL SUPPORT SERVICES","$106,845.00"
"NM","YES","YES","621112","OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS","$1,065,248.00"
"NM","YES","YES","621399","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS","$537,773.35"
"NM","YES","YES","621420","OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS","$188,785.00"
"NM","YES","YES","621910","AMBULANCE SERVICES","$1,299,147.38"
"NM","YES","YES","621999","ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES","$468,537.60"
"NM","YES","YES","624120","SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES","$9,943.93"
"NM","YES","YES","711510","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS","$12,000.00"
"NM","YES","YES","712110","MUSEUMS","$68,000.00"
"NM","YES","YES","721110","HOTELS (EXCEPT CASINO HOTELS) AND MOTELS","$7,290.00"
"NM","YES","YES","722515","SNACK AND NONALCOHOLIC BEVERAGE BARS","$0.00"
"NM","YES","YES","811121","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE","$2,751.22"
"NM","YES","YES","811212","COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE","$32,332.27"
"NM","YES","YES","811219","OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE","$737,174.78"
"NM","YES","YES","811310","COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE","$78,973.02"
"NM","YES","YES","812331","LINEN SUPPLY","$166,898.40"
"NM","YES","YES","812910","PET CARE (EXCEPT VETERINARY) SERVICES","$32,407.88"
"NM","YES","YES","813110","RELIGIOUS ORGANIZATIONS","$0.00"
"NM","YES","YES","813319","OTHER SOCIAL ADVOCACY ORGANIZATIONS","$26,722.72"
"NV","NO","NO","111335","TREE NUT FARMING","$2,743,494.60"
"NV","NO","NO","111940","HAY FARMING","$1,627,885.70"
"NV","NO","NO","113210","FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS","$20,667.50"
"NV","NO","NO","114210","HUNTING AND TRAPPING","$61,522.00"
"NV","NO","NO","115112","SOIL PREPARATION, PLANTING, AND CULTIVATING","$93,755.19"
"NV","NO","NO","115210","SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION","$9,615,234.39"
"NV","NO","NO","115310","SUPPORT ACTIVITIES FOR FORESTRY","$13,384,855.42"
"NV","NO","NO","212313","CRUSHED AND BROKEN GRANITE MINING AND QUARRYING","$168,372.50"
"NV","NO","NO","212321","CONSTRUCTION SAND AND GRAVEL MINING","$219,420.00"
"NV","NO","NO","213112","SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS","$105,652.00"
"NV","NO","NO","213113","SUPPORT ACTIVITIES FOR COAL MINING","$2,537.76"
"NV","NO","NO","221122","ELECTRIC POWER DISTRIBUTION","$980,133.00"
"NV","NO","NO","221310","WATER SUPPLY AND IRRIGATION SYSTEMS","$1,860,420.49"
"NV","NO","NO","221320","SEWAGE TREATMENT FACILITIES","$65,842.53"
"NV","NO","NO","221330","STEAM AND AIR-CONDITIONING SUPPLY","$14,768.08"
"NV","NO","NO","236118","RESIDENTIAL REMODELERS","$858,874.41"
"NV","NO","NO","236210","INDUSTRIAL BUILDING CONSTRUCTION","$4,025,012.81"
"NV","NO","NO","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","$81,039,760.62"
"NV","NO","NO","237110","WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION","$4,581,225.58"
"NV","NO","NO","237120","OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION","$9,341,476.00"
"NV","NO","NO","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","$1,547,502.92"
"NV","NO","NO","237310","HIGHWAY, STREET, AND BRIDGE CONSTRUCTION","$22,152,095.80"
"NV","NO","NO","237990","OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION","$11,545,898.73"
"NV","NO","NO","238160","ROOFING CONTRACTORS","$220,534.00"
"NV","NO","NO","238190","OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS","$69,594.84"
"NV","NO","NO","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","$4,428,377.53"
"NV","NO","NO","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","$1,543,173.95"
"NV","NO","NO","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","$4,786,797.51"
"NV","NO","NO","238320","PAINTING AND WALL COVERING CONTRACTORS","$4,990,496.24"
"NV","NO","NO","238330","FLOORING CONTRACTORS","$213,112.46"
"NV","NO","NO","238350","FINISH CARPENTRY CONTRACTORS","$0.00"
"NV","NO","NO","238390","OTHER BUILDING FINISHING CONTRACTORS","$313,310.92"
"NV","NO","NO","238910","SITE PREPARATION CONTRACTORS","$1,339,151.49"
"NV","NO","NO","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","$2,993,126.15"
"NV","NO","NO","311230","BREAKFAST CEREAL MANUFACTURING","$20,412.00"
"NV","NO","NO","311421","FRUIT AND VEGETABLE CANNING","$16,933.14"
"NV","NO","NO","311423","DRIED AND DEHYDRATED FOOD MANUFACTURING","$6,310,939.36"
"NV","NO","NO","311611","ANIMAL (EXCEPT POULTRY) SLAUGHTERING","$2,068,000.00"
"NV","NO","NO","311612","MEAT PROCESSED FROM CARCASSES","$12,558.00"
"NV","NO","NO","311613","RENDERING AND MEAT BYPRODUCT PROCESSING","$50,725.00"
"NV","NO","NO","311812","COMMERCIAL BAKERIES","$703,966.22"
"NV","NO","NO","311991","PERISHABLE PREPARED FOOD MANUFACTURING","$4,451,338.47"
"NV","NO","NO","311999","ALL OTHER MISCELLANEOUS FOOD MANUFACTURING","$13,911,432.78"
"NV","NO","NO","312111","SOFT DRINK MANUFACTURING","$107,512.92"
"NV","NO","NO","314110","CARPET AND RUG MILLS","$85,524.80"
"NV","NO","NO","314910","TEXTILE BAG AND CANVAS MILLS","$4,429.50"
"NV","NO","NO","314912","CANVAS AND RELATED PRODUCT MILLS","$140,473.97"
"NV","NO","NO","315210","CUT AND SEW APPAREL CONTRACTORS","$462,750.27"
"NV","NO","NO","315990","APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING","$239,455.43"
"NV","NO","NO","315999","OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING","$22,514.89"
"NV","NO","NO","316998","ALL OTHER LEATHER GOOD AND ALLIED PRODUCT MANUFACTURING","$17,536.32"
"NV","NO","NO","321113","SAWMILLS","$12,128.62"
"NV","NO","NO","321992","PREFABRICATED WOOD BUILDING MANUFACTURING","$0.00"
"NV","NO","NO","321999","ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING","$4,680.00"
"NV","NO","NO","322230","STATIONERY PRODUCT MANUFACTURING","$55,504.93"
"NV","NO","NO","323113","COMMERCIAL SCREEN PRINTING","$33,780.00"
"NV","NO","NO","323117","BOOKS PRINTING","$659,599.75"
"NV","NO","NO","324110","PETROLEUM REFINERIES","$6,285,765.72"
"NV","NO","NO","324191","PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING","$164,092.71"
"NV","NO","NO","325120","INDUSTRIAL GAS MANUFACTURING","$128,905.43"
"NV","NO","NO","325199","ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING","$98,651.30"
"NV","NO","NO","325211","PLASTICS MATERIAL AND RESIN MANUFACTURING","$3,243.69"
"NV","NO","NO","325314","FERTILIZER (MIXING ONLY) MANUFACTURING","$55,169.49"
"NV","NO","NO","325412","PHARMACEUTICAL PREPARATION MANUFACTURING","$1,354,807.50"
"NV","NO","NO","325413","IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING","$275,457.76"
"NV","NO","NO","325510","PAINT AND COATING MANUFACTURING","$6,144.84"
"NV","NO","NO","325520","ADHESIVE MANUFACTURING","$26,110.44"
"NV","NO","NO","325612","POLISH AND OTHER SANITATION GOOD MANUFACTURING","$3,640.44"
"NV","NO","NO","325998","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING","$456,059.12"
"NV","NO","NO","326122","PLASTICS PIPE AND PIPE FITTING MANUFACTURING","$0.00"
"NV","NO","NO","326299","ALL OTHER RUBBER PRODUCT MANUFACTURING","$60,770.00"
"NV","NO","NO","327390","OTHER CONCRETE PRODUCT MANUFACTURING","$20,085.00"
"NV","NO","NO","327999","ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING","$248,000.00"
"NV","NO","NO","331110","IRON AND STEEL MILLS AND FERROALLOY MANUFACTURING","$29,410.50"
"NV","NO","NO","331210","IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL","$20,030.00"
"NV","NO","NO","332112","NONFERROUS FORGING","$13,396.69"
"NV","NO","NO","332119","METAL CROWN, CLOSURE, AND OTHER METAL STAMPING (EXCEPT AUTOMOTIVE)","$6,747.75"
"NV","NO","NO","332311","PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING","$2,186,899.61"
"NV","NO","NO","332312","FABRICATED STRUCTURAL METAL MANUFACTURING","$99,710.00"
"NV","NO","NO","332313","PLATE WORK MANUFACTURING","$16,960.71"
"NV","NO","NO","332321","METAL WINDOW AND DOOR MANUFACTURING","$0.00"
"NV","NO","NO","332322","SHEET METAL WORK MANUFACTURING","$1,400.12"
"NV","NO","NO","332323","ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING","$10,000.00"
"NV","NO","NO","332410","POWER BOILER AND HEAT EXCHANGER MANUFACTURING","$506,161.00"
"NV","NO","NO","332420","METAL TANK (HEAVY GAUGE) MANUFACTURING","$81,618.40"
"NV","NO","NO","332439","OTHER METAL CONTAINER MANUFACTURING","$203,006.00"
"NV","NO","NO","332510","HARDWARE MANUFACTURING","$863,523.32"
"NV","NO","NO","332618","OTHER FABRICATED WIRE PRODUCT MANUFACTURING","$190,433.72"
"NV","NO","NO","332710","MACHINE SHOPS","$0.00"
"NV","NO","NO","332722","BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING","$388,812.86"
"NV","NO","NO","332911","INDUSTRIAL VALVE MANUFACTURING","$7,384.56"
"NV","NO","NO","332919","OTHER METAL VALVE AND PIPE FITTING MANUFACTURING","$29,549.66"
"NV","NO","NO","332991","BALL AND ROLLER BEARING MANUFACTURING","$111,025.60"
"NV","NO","NO","332992","SMALL ARMS AMMUNITION MANUFACTURING","$41,253.31"
"NV","NO","NO","332993","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","$4,236,352.47"
"NV","NO","NO","332994","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$24,854,808.28"
"NV","NO","NO","332999","ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING","$123,634.78"
"NV","NO","NO","333111","FARM MACHINERY AND EQUIPMENT MANUFACTURING","$95,557.00"
"NV","NO","NO","333112","LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING","$104,811.10"
"NV","NO","NO","333120","CONSTRUCTION MACHINERY MANUFACTURING","$115,478.00"
"NV","NO","NO","333241","FOOD PRODUCT MACHINERY MANUFACTURING","$15,316.09"
"NV","NO","NO","333244","PRINTING MACHINERY AND EQUIPMENT MANUFACTURING","$22,280.00"
"NV","NO","NO","333249","OTHER INDUSTRIAL MACHINERY MANUFACTURING","$29,332.19"
"NV","NO","NO","333293","PRINTING MACHINERY AND EQUIPMENT MANUFACTURING","$121,019.64"
"NV","NO","NO","333314","OPTICAL INSTRUMENT AND LENS MANUFACTURING","$146,256.26"
"NV","NO","NO","333316","PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING","$17,050.74"
"NV","NO","NO","333318","OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING","$132,748.28"
"NV","NO","NO","333413","INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING","$175,538.00"
"NV","NO","NO","333415","AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING","$54,909.99"
"NV","NO","NO","333517","MACHINE TOOL MANUFACTURING","$32,592.00"
"NV","NO","NO","333611","TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING","$3,173,983.84"
"NV","NO","NO","333613","MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING","$259,311.34"
